0.023579,-0.012707,0.002069,0.040332,-0.013529,0.031967,0.042895,0.040621,-0.023024,0.052249,0.005773,0.019361,0.02098,0.011667,-0.009657,-0.008303,0.015976,0.000593,0.054512,-0.019763,0.043158,0.025138,-0.024344,0.013963,-0.019831,0.023713,0.018325,-0.022403,-0.020756,0.02385,-0.037605,-0.005314,0.01357,0.018445,0.016651,-0.019934,0.024106,-0.037273,-0.012722,-0.015928,0.053838,-0.039157,-0.029706,0.039646,0.047829,0.041733,0.01266,-0.016579,0.051016
0.086616,0.093955,-0.002398,0.094077,0.024196,0.085086,0.027694,0.00469,0.03253,0.043319,0.003848,0.00306,0.01993,0.003858,0.009602,0.051832,0.073189,-0.000324,0.037237,0.047147,0.04135,0.03434,0.01541,0.069606,0.039947,0.074758,0.046424,0.092158,-0.000125,0.039216,0.007224,0.008286,0.061931,0.060891,0.088375,0.034709,0.096547,0.081935,0.062843,0.000947,0.057527,0.084894,0.047376,0.087053,0.013777,0.034294,0.035811,0.088482,0.082669
0.527442,0.577354,0.547233,0.537908,0.486412,0.534074,0.563522,0.552345,0.528011,0.514876,0.571977,0.546598,0.513862,0.559038,0.515145,0.518781,0.570756,0.537656,0.506027,0.553786,0.51331,0.485149,0.573588,0.522613,0.560222,0.577101,0.497106,0.560646,0.526529,0.50794,0.565587,0.560478,0.562454,0.538633,0.535847,0.531998,0.519607,0.552272,0.499048,0.485907,0.577791,0.562354,0.487808,0.519114,0.575633,0.496135,0.503602,0.541485,0.506688
0.273378,0.271745,0.266958,0.296187,0.239325,0.321756,0.316103,0.238038,0.296709,0.308031,0.257143,0.252801,0.269546,0.249279,0.305686,0.27253,0.321107,0.304145,0.30941,0.326446,0.311023,0.232417,0.294851,0.307092,0.312015,0.29265,0.307891,0.241505,0.257843,0.290961,0.240524,0.303697,0.24679,0.308831,0.286717,0.32873,0.311879,0.299617,0.246032,0.302467,0.237058,0.282473,0.244937,0.260112,0.235273,0.299875,0.264096,0.32641,0.2512
-0.347872,-0.3963,-0.399635,-0.32745,-0.423921,-0.358495,-0.330031,-0.352727,-0.381004,-0.392178,-0.403409,-0.34282,-0.36395,-0.336303,-0.42038,-0.418029,-0.420486,-0.425078,-0.405135,-0.356796,-0.387537,-0.383123,-0.364397,-0.339012,-0.363373,-0.387913,-0.399019,-0.37741,-0.393199,-0.335436,-0.332329,-0.363319,-0.400829,-0.36978,-0.343042,-0.391325,-0.331566,-0.410008,-0.424242,-0.371587,-0.398446,-0.400063,-0.34615,-0.345145,-0.341067,-0.406233,-0.361844,-0.344461,-0.380781
-0.147793,-0.219997,-0.21776,-0.20163,-0.164174,-0.226447,-0.179418,-0.228535,-0.169385,-0.150961,-0.224444,-0.154245,-0.179613,-0.15536,-0.164705,-0.204434,-0.158437,-0.204643,-0.15846,-0.193256,-0.144958,-0.137876,-0.173359,-0.165543,-0.221628,-0.16764,-0.175492,-0.226612,-0.180029,-0.129452,-0.206415,-0.200309,-0.216182,-0.222317,-0.160356,-0.171122,-0.169108,-0.142492,-0.132242,-0.19313,-0.217263,-0.172223,-0.177508,-0.21638,-0.216572,-0.183152,-0.190696,-0.156086,-0.21048
0.015317,0.044011,0.00155,0.027741,0.059578,0.007021,0.048702,0.019295,0.092652,0.083492,0.010969,0.048324,0.064004,0.092213,0.071174,0.045785,0.0417,0.052,0.030425,0.088609,0.010895,0.028278,0.088984,0.077195,0.017092,0.035748,0.058585,0.052001,0.023561,0.061996,0.02309,0.043394,0.018474,0.004147,0.032641,0.062679,0.03346,0.059247,0.052977,0.079535,0.060216,0.059108,0.036563,0.078397,0.088525,0.078399,0.083198,0.044058,0.074401
0.049681,-0.025263,0.010354,0.032372,0.016633,0.024372,0.032851,-0.033308,0.011697,0.032987,-0.013144,0.001354,-0.001262,0.032967,0.016911,0.05637,-0.001718,-0.01323,0.000347,-0.030805,-0.012789,0.039265,-0.025836,-0.001185,-0.010755,0.050426,0.023766,0.06527,0.029874,-0.018466,0.03894,0.024923,0.008219,0.013811,0.003137,0.026716,0.007432,-0.008025,-0.026788,0.048538,0.048735,-0.0254,0.040006,0.063348,0.032632,0.054119,0.024011,-0.007956,0.037768
-0.189599,-0.176319,-0.159648,-0.131346,-0.17331,-0.183336,-0.215986,-0.159279,-0.211664,-0.128645,-0.152107,-0.168665,-0.207202,-0.150523,-0.217925,-0.188293,-0.194756,-0.209058,-0.191353,-0.218397,-0.130836,-0.208198,-0.193966,-0.196322,-0.17156,-0.184707,-0.146255,-0.178242,-0.17357,-0.18187,-0.214675,-0.171749,-0.15517,-0.17094,-0.156531,-0.130189,-0.143474,-0.187374,-0.210357,-0.202326,-0.209017,-0.163817,-0.168254,-0.219979,-0.168869,-0.174895,-0.140455,-0.127268,-0.161378
0.389496,0.407801,0.448912,0.470709,0.411254,0.414243,0.470454,0.40201,0.455167,0.462924,0.486934,0.409127,0.399853,0.475329,0.471997,0.464589,0.401144,0.412596,0.423879,0.46107,0.416523,0.42283,0.461304,0.405171,0.468119,0.413396,0.415357,0.477214,0.436704,0.47803,0.417191,0.455575,0.487015,0.41683,0.425172,0.450416,0.427321,0.404001,0.46151,0.406285,0.486967,0.444199,0.459107,0.415891,0.419843,0.459185,0.470177,0.391567,0.462613
